bank_id,gl_id,bank_description,gl_description,confidence,matched_rules,match_type,bank_amount,gl_amount,amount_difference,bank_date,gl_date,date_difference_days,time_anomaly_6_months,normalized_bank_vendor,normalized_gl_vendor
BANK000420,GL000834,Payment to Digital Agency,GL Entry: GLOBAL SERVICES INC,1.86,"[""amount_only_match""]",amount_only,40692.54,40594.4,98.14,2024-10-22 00:00:00,2024-12-09 00:00:00,48,,,
BANK000421,GL000551,Payment to Consulting Group,GL Entry: GLOBAL SERV,31.55,"[""amount_only_match""]",amount_only,24963.45,24895.0,68.45,2024-09-20 00:00:00,2024-05-02 00:00:00,141,,,
BANK000422,GL000687,Payment to Audit Solutions,GL Entry: XYZ CORP,34.35,"[""amount_only_match""]",amount_only,24918.78,24853.13,65.65,2024-02-16 00:00:00,2024-04-19 00:00:00,63,,,
BANK000423,GL000841,Payment to ABC Inc,GL Entry: ABC Inc.,16.3,"[""amount_only_match""]",amount_only,10835.71,10752.01,83.7,2024-06-29 00:00:00,2024-09-14 00:00:00,77,,,
BANK000424,GL000102,Payment to Software House,GL Entry: SMITH CO,97.01,"[""amount_only_match""]",amount_only,24795.22,24798.21,2.99,2024-11-30 00:00:00,2024-09-04 00:00:00,87,,,
BANK000425,GL000807,Payment to Audit Solutions,GL Entry: Smith & Co,95.24,"[""amount_only_match""]",amount_only,508.05,503.29,4.76,2024-02-25 00:00:00,2024-02-10 00:00:00,15,,,
BANK000426,GL000557,Payment to Finance Partners,GL Entry: Global Services Inc,42.3,"[""amount_only_match""]",amount_only,36402.65,36460.35,57.7,2024-07-25 00:00:00,2024-01-31 00:00:00,176,,,
BANK000427,GL000266,Payment to Global Services,GL Entry: XYZ CORP,0.74,"[""amount_only_match""]",amount_only,2652.77,2553.51,99.26,2024-10-14 00:00:00,2024-09-23 00:00:00,21,,,
BANK000428,GL000402,Payment to Consulting Group,GL Entry: TECH SOLUTIONS,65.33,"[""amount_only_match""]",amount_only,3769.23,3734.56,34.67,2024-09-15 00:00:00,2024-07-01 00:00:00,76,,,
BANK000429,GL000122,Payment to Software House,GL Entry: Smith & Co,22.26,"[""amount_only_match""]",amount_only,41283.03,41360.77,77.74,2024-11-15 00:00:00,2024-07-14 00:00:00,124,,,
BANK000430,GL000437,Payment to Finance Partners,GL Entry: X Y Z Corp,70.1,"[""amount_only_match""]",amount_only,48756.63,48786.53,29.9,2024-07-20 00:00:00,2024-08-22 00:00:00,33,,,
BANK000431,GL000118,Payment to Business Tools,GL Entry: GLOBAL SERVICES INC,82.24,"[""amount_only_match""]",amount_only,27935.81,27918.05,17.76,2024-07-06 00:00:00,2024-10-05 00:00:00,91,,,
BANK000432,GL000218,Payment to ABC Inc,GL Entry: XYZ CORP,85.29,"[""amount_only_match""]",amount_only,25505.21,25519.92,14.71,2024-09-13 00:00:00,2024-11-10 00:00:00,58,,,
BANK000433,GL000568,Payment to Business Tools,GL Entry: GLOBAL SERVICES INC,38.94,"[""amount_only_match""]",amount_only,6938.12,6877.06,61.06,2024-06-19 00:00:00,2024-05-21 00:00:00,29,,,
BANK000434,GL000638,Payment to Smith & Co,GL Entry: Global Services,60.55,"[""amount_only_match""]",amount_only,7532.14,7571.59,39.45,2024-09-20 00:00:00,2024-05-10 00:00:00,133,,,
BANK000435,GL000113,Payment to Cloud Services,GL Entry: ABC INC,97.15,"[""amount_only_match""]",amount_only,15994.65,15991.8,2.85,2024-07-20 00:00:00,2024-06-26 00:00:00,24,,,
BANK000436,GL001082,Payment to Data Systems,GL Entry: GLOBAL SERV,96.46,"[""amount_only_match""]",amount_only,29726.86,29723.32,3.54,2024-09-16 00:00:00,2024-11-29 00:00:00,74,,,
BANK000437,GL000299,Payment to Finance Partners,GL Entry: Smith & Co,18.38,"[""amount_only_match""]",amount_only,15059.55,14977.93,81.62,2024-01-09 00:00:00,2024-07-01 00:00:00,174,,,
BANK000438,GL000534,Payment to Tech Solutions,GL Entry: XYZ CORP,73.92,"[""amount_only_match""]",amount_only,48996.91,48970.83,26.08,2024-10-25 00:00:00,2024-07-12 00:00:00,105,,,
BANK000439,GL000057,Payment to Tech Solutions,GL Entry: GLOBAL SERVICES INC,33.12,"[""amount_only_match""]",amount_only,1429.69,1496.57,66.88,2024-08-30 00:00:00,2024-04-26 00:00:00,126,,,
BANK000440,GL000592,Payment to Cloud Services,GL Entry: ABC Inc,41.06,"[""amount_only_match""]",amount_only,28923.96,28982.9,58.94,2024-01-27 00:00:00,2024-11-08 00:00:00,286,,,
BANK000441,GL000458,Payment to Business Tools,GL Entry: Tech Solutions,78.27,"[""amount_only_match""]",amount_only,31488.36,31466.63,21.73,2024-11-13 00:00:00,2024-06-28 00:00:00,138,,,
BANK000442,GL000003,Payment to ABC Inc,GL Entry: Global Services,28.08,"[""amount_only_match""]",amount_only,41100.9,41028.98,71.92,2024-05-04 00:00:00,2024-02-19 00:00:00,75,,,
BANK000443,GL000563,Payment to Finance Partners,GL Entry: XYZ CORP,53.39,"[""amount_only_match""]",amount_only,9620.14,9573.53,46.61,2024-08-13 00:00:00,2024-07-16 00:00:00,28,,,
BANK000444,GL001103,Payment to Data Systems,GL Entry: Tech Solutions,81.57,"[""amount_only_match""]",amount_only,34555.96,34574.39,18.43,2024-07-29 00:00:00,2024-01-27 00:00:00,184,,,
BANK000446,GL000751,Payment to Consulting Group,GL Entry: Smith & Company,71.05,"[""amount_only_match""]",amount_only,28088.25,28059.3,28.95,2024-12-05 00:00:00,2024-09-04 00:00:00,92,,,
BANK000447,GL000959,Payment to Data Systems,GL Entry: ABC INCORPORATED,44.11,"[""amount_only_match""]",amount_only,47838.61,47782.72,55.89,2024-08-23 00:00:00,2024-10-09 00:00:00,47,,,
BANK000448,GL000387,Payment to Software House,GL Entry: Global Svcs,89.98,"[""amount_only_match""]",amount_only,33825.84,33835.86,10.02,2024-12-14 00:00:00,2024-09-25 00:00:00,80,,,
BANK000449,GL000850,Payment to Global Services,GL Entry: XYZ Corp,40.82,"[""amount_only_match""]",amount_only,30542.82,30602.0,59.18,2024-04-08 00:00:00,2024-01-14 00:00:00,85,,,
BANK000450,GL000219,Payment to Business Tools,GL Entry: Smith & Company,82.72,"[""amount_only_match""]",amount_only,11320.87,11338.15,17.28,2024-06-01 00:00:00,2024-02-01 00:00:00,121,,,
BANK000452,GL000051,Payment to Tech Solutions,GL Entry: XYZ CORP.,21.69,"[""amount_only_match""]",amount_only,46691.65,46769.96,78.31,2024-05-20 00:00:00,2024-03-17 00:00:00,64,,,
BANK000453,GL000671,Payment to Finance Partners,GL Entry: ABC Inc,19.61,"[""amount_only_match""]",amount_only,27205.22,27124.83,80.39,2024-07-21 00:00:00,2024-07-11 00:00:00,10,,,
BANK000456,GL000356,Payment to Tech Solutions,GL Entry: GLOBAL SERVICES INC,46.0,"[""amount_only_match""]",amount_only,10183.19,10129.19,54.0,2024-10-02 00:00:00,2024-09-28 00:00:00,4,,,
BANK000457,GL000895,Payment to Digital Agency,GL Entry: X Y Z Corp,14.65,"[""amount_only_match""]",amount_only,6949.92,6864.57,85.35,2024-11-11 00:00:00,2024-05-11 00:00:00,184,,,
BANK000458,GL000393,Payment to Global Services,GL Entry: Tech Solutions,95.25,"[""amount_only_match""]",amount_only,2633.19,2628.44,4.75,2024-09-28 00:00:00,2024-08-12 00:00:00,47,,,
BANK000459,GL000796,Payment to Digital Agency,GL Entry: Global Services Inc,99.98,"[""amount_only_match""]",amount_only,5099.88,5099.86,0.02,2024-06-18 00:00:00,2024-05-07 00:00:00,42,,,
BANK000460,GL000187,Payment to Data Systems,GL Entry: XYZ CORP,68.63,"[""amount_only_match""]",amount_only,38561.23,38529.86,31.37,2024-01-03 00:00:00,2024-11-24 00:00:00,326,,,
BANK000461,GL000419,Payment to Consulting Group,GL Entry: ABC INCORPORATED,68.96,"[""amount_only_match""]",amount_only,20404.68,20373.64,31.04,2024-08-31 00:00:00,2024-05-23 00:00:00,100,,,
BANK000462,GL000256,Payment to ABC Inc,GL Entry: Tech Solutions,53.39,"[""amount_only_match""]",amount_only,16126.27,16079.66,46.61,2024-11-26 00:00:00,2024-11-06 00:00:00,20,,,
BANK000463,GL000694,Payment to Data Systems,GL Entry: Smith & Co,18.83,"[""amount_only_match""]",amount_only,32649.71,32730.88,81.17,2024-04-28 00:00:00,2024-02-14 00:00:00,74,,,
BANK000464,GL000604,Payment to Audit Solutions,GL Entry: Global Svcs,21.66,"[""amount_only_match""]",amount_only,45670.16,45591.82,78.34,2024-03-30 00:00:00,2024-03-17 00:00:00,13,,,
BANK000465,GL000755,Payment to Audit Solutions,GL Entry: ABC Inc,51.88,"[""amount_only_match""]",amount_only,46702.74,46654.62,48.12,2024-01-19 00:00:00,2024-03-10 00:00:00,51,,,
BANK000466,GL000306,Payment to ABC Inc,GL Entry: XYZ Corporation,52.25,"[""amount_only_match""]",amount_only,46836.78,46884.53,47.75,2024-05-28 00:00:00,2024-05-11 00:00:00,17,,,
BANK000467,GL000293,Payment to Finance Partners,GL Entry: SMITH CO,18.86,"[""amount_only_match""]",amount_only,28441.3,28360.16,81.14,2024-02-24 00:00:00,2024-05-19 00:00:00,85,,,
BANK000468,GL000774,Payment to Smith & Co,GL Entry: GLOBAL SERVICES INC,66.31,"[""amount_only_match""]",amount_only,27210.69,27177.0,33.69,2024-09-09 00:00:00,2024-07-07 00:00:00,64,,,
BANK000469,GL000039,Payment to Finance Partners,GL Entry: SMITH AND CO,3.82,"[""amount_only_match""]",amount_only,13714.57,13618.39,96.18,2024-02-27 00:00:00,2024-10-02 00:00:00,218,,,
BANK000470,GL001056,Payment to ABC Inc,GL Entry: XYZ Corp,22.82,"[""amount_only_match""]",amount_only,32449.44,32526.62,77.18,2024-04-05 00:00:00,2024-01-17 00:00:00,79,,,
BANK000471,GL000926,Payment to Smith & Co,GL Entry: XYZ Corp,4.71,"[""amount_only_match""]",amount_only,28432.28,28527.57,95.29,2024-04-08 00:00:00,2024-01-29 00:00:00,70,,,
BANK000472,GL000723,Payment to Data Systems,GL Entry: XYZ Corp,21.73,"[""amount_only_match""]",amount_only,44862.43,44940.7,78.27,2024-08-06 00:00:00,2024-08-14 00:00:00,8,,,
BANK000473,GL000392,Payment to Smith & Co,GL Entry: XYZ Corp,62.7,"[""amount_only_match""]",amount_only,33495.87,33458.57,37.3,2024-04-04 00:00:00,2024-11-03 00:00:00,213,,,
BANK000474,GL001175,Payment to Global Services,GL Entry: XYZ CORP,47.18,"[""amount_only_match""]",amount_only,440.82,388.0,52.82,2024-07-15 00:00:00,2024-08-01 00:00:00,17,,,
BANK000475,GL000907,Payment to Cloud Services,GL Entry: TECH SOLUTIONS,25.89,"[""amount_only_match""]",amount_only,47706.34,47632.23,74.11,2024-06-03 00:00:00,2024-05-18 00:00:00,16,,,
BANK000476,GL000331,Payment to Digital Agency,GL Entry: XYZ Corporation,26.5,"[""amount_only_match""]",amount_only,13151.5,13078.0,73.5,2024-07-03 00:00:00,2024-07-19 00:00:00,16,,,
BANK000477,GL000639,Payment to Smith & Co,GL Entry: ABC Inc,15.1,"[""amount_only_match""]",amount_only,5999.42,6084.32,84.9,2024-06-06 00:00:00,2024-04-07 00:00:00,60,,,
BANK000479,GL000842,Payment to Finance Partners,GL Entry: SMITH AND CO,38.7,"[""amount_only_match""]",amount_only,31971.7,32033.0,61.3,2024-05-31 00:00:00,2024-12-21 00:00:00,204,,,
BANK000481,GL001152,Payment to Data Systems,GL Entry: Smith & Company,35.68,"[""amount_only_match""]",amount_only,18743.88,18808.2,64.32,2024-12-25 00:00:00,2024-01-28 00:00:00,332,,,
BANK000482,GL000312,Payment to Business Tools,GL Entry: XYZ Corp,29.3,"[""amount_only_match""]",amount_only,40119.55,40190.25,70.7,2024-04-21 00:00:00,2024-02-14 00:00:00,67,,,
BANK000484,GL000707,Payment to XYZ Corp,GL Entry: A B C Inc,55.72,"[""amount_only_match""]",amount_only,3997.33,4041.61,44.28,2024-10-15 00:00:00,2024-02-02 00:00:00,256,,,
BANK000485,GL000323,Payment to Global Services,GL Entry: Global Services,99.18,"[""amount_only_match""]",amount_only,27427.7,27428.52,0.82,2024-09-15 00:00:00,2024-10-12 00:00:00,27,,,
BANK000486,GL000239,Payment to Consulting Group,GL Entry: Global Services Inc,98.97,"[""amount_only_match""]",amount_only,8310.4,8309.37,1.03,2024-09-23 00:00:00,2024-03-20 00:00:00,187,,,
BANK000487,GL000364,Payment to XYZ Corp,GL Entry: ABC INC,61.72,"[""amount_only_match""]",amount_only,35874.21,35835.93,38.28,2024-09-07 00:00:00,2024-07-28 00:00:00,41,,,
BANK000488,GL000626,Payment to Smith & Co,GL Entry: XYZ Corp,36.9,"[""amount_only_match""]",amount_only,40453.73,40516.83,63.1,2024-08-20 00:00:00,2024-10-12 00:00:00,53,,,
BANK000489,GL001019,Payment to Consulting Group,GL Entry: X Y Z Corp,4.27,"[""amount_only_match""]",amount_only,28239.17,28334.9,95.73,2024-10-13 00:00:00,2024-07-07 00:00:00,98,,,
BANK000490,GL001004,Payment to Tech Solutions,GL Entry: Global Svcs,94.84,"[""amount_only_match""]",amount_only,36191.68,36196.84,5.16,2024-07-21 00:00:00,2024-10-18 00:00:00,89,,,
BANK000491,GL000744,Payment to Audit Solutions,GL Entry: Tech Solutions,73.73,"[""amount_only_match""]",amount_only,28957.73,28984.0,26.27,2024-01-24 00:00:00,2024-06-08 00:00:00,136,,,
BANK000492,GL000803,Payment to XYZ Corp,GL Entry: Global Services Inc,5.44,"[""amount_only_match""]",amount_only,27104.06,27009.5,94.56,2024-01-31 00:00:00,2024-06-20 00:00:00,141,,,
BANK000493,GL000618,Payment to Smith & Co,GL Entry: Global Services,32.66,"[""amount_only_match""]",amount_only,1683.57,1750.91,67.34,2024-07-28 00:00:00,2024-09-16 00:00:00,50,,,
BANK000494,GL000414,Payment to Audit Solutions,GL Entry: Tech Solutions LLC,49.81,"[""amount_only_match""]",amount_only,48918.83,48868.64,50.19,2024-11-26 00:00:00,2024-03-09 00:00:00,262,,,
BANK000496,GL000271,Payment to Smith & Co,GL Entry: A B C Inc,87.04,"[""amount_only_match""]",amount_only,48210.8,48197.84,12.96,2024-10-03 00:00:00,2024-06-05 00:00:00,120,,,
BANK000497,GL000863,Payment to Audit Solutions,GL Entry: ABC Inc.,62.45,"[""amount_only_match""]",amount_only,6019.8,6057.35,37.55,2024-10-02 00:00:00,2024-08-09 00:00:00,54,,,
BANK000498,GL000509,Payment to Tech Solutions,GL Entry: SMITH CO,26.58,"[""amount_only_match""]",amount_only,41757.6,41831.02,73.42,2024-01-12 00:00:00,2024-11-11 00:00:00,304,,,
BANK000499,GL000314,Payment to Global Services,GL Entry: Global Svcs,43.38,"[""amount_only_match""]",amount_only,21263.99,21207.37,56.62,2024-07-13 00:00:00,2024-10-11 00:00:00,90,,,
BANK000500,GL000292,Payment to Digital Agency,GL Entry: Global Svcs,60.35,"[""amount_only_match""]",amount_only,7840.56,7800.91,39.65,2024-04-06 00:00:00,2024-07-03 00:00:00,88,,,
BANK000502,GL000633,Payment to XYZ Corp,GL Entry: Global Services Inc,69.71,"[""amount_only_match""]",amount_only,12109.25,12139.54,30.29,2024-02-04 00:00:00,2024-07-25 00:00:00,172,,,
BANK000503,GL000045,Payment to ABC Inc,GL Entry: Smith & Company,41.04,"[""amount_only_match""]",amount_only,29929.47,29988.43,58.96,2024-12-26 00:00:00,2024-07-30 00:00:00,149,,,
BANK000504,GL000284,Payment to Data Systems,GL Entry: ABC Inc.,27.75,"[""amount_only_match""]",amount_only,20173.04,20245.29,72.25,2024-04-29 00:00:00,2024-03-31 00:00:00,29,,,
BANK000505,GL000829,Payment to Global Services,GL Entry: XYZ CORP.,76.24,"[""amount_only_match""]",amount_only,7092.77,7116.53,23.76,2024-05-28 00:00:00,2024-06-08 00:00:00,11,,,
BANK000506,GL000283,Payment to Business Tools,GL Entry: GLOBAL SERVICES INC,40.89,"[""amount_only_match""]",amount_only,16013.29,15954.18,59.11,2024-11-02 00:00:00,2024-07-21 00:00:00,104,,,
BANK000507,GL000645,Payment to Software House,GL Entry: Global Svcs,30.29,"[""amount_only_match""]",amount_only,11921.51,11991.22,69.71,2024-03-14 00:00:00,2024-03-12 00:00:00,2,,,
BANK000508,GL000527,Payment to Data Systems,GL Entry: TECH SOL,68.31,"[""amount_only_match""]",amount_only,15095.0,15063.31,31.69,2024-02-01 00:00:00,2024-10-03 00:00:00,245,,,
BANK000509,GL000231,Payment to Data Systems,GL Entry: GLOBAL SERVICES INC,62.33,"[""amount_only_match""]",amount_only,31337.06,31374.73,37.67,2024-08-06 00:00:00,2024-08-24 00:00:00,18,,,
BANK000510,GL000342,Payment to Audit Solutions,GL Entry: ABC INCORPORATED,16.35,"[""amount_only_match""]",amount_only,47085.16,47168.81,83.65,2024-12-09 00:00:00,2024-11-23 00:00:00,16,,,
BANK000511,GL000056,Payment to Smith & Co,GL Entry: ABC INCORPORATED,80.09,"[""amount_only_match""]",amount_only,34845.79,34825.88,19.91,2024-07-28 00:00:00,2024-08-06 00:00:00,9,,,
BANK000513,GL000253,Payment to Business Tools,GL Entry: ABC Inc,74.61,"[""amount_only_match""]",amount_only,42891.31,42916.7,25.39,2024-03-14 00:00:00,2024-12-25 00:00:00,286,,,
BANK000514,GL001130,Payment to Data Systems,GL Entry: TS Inc,47.28,"[""amount_only_match""]",amount_only,28163.06,28110.34,52.72,2024-08-01 00:00:00,2024-06-09 00:00:00,53,,,
BANK000516,GL000891,Payment to Data Systems,GL Entry: ABC Inc.,72.7,"[""amount_only_match""]",amount_only,42371.96,42344.66,27.3,2024-02-17 00:00:00,2024-04-01 00:00:00,44,,,
BANK000517,GL000185,Payment to Software House,GL Entry: TECH SOLUTIONS,13.48,"[""amount_only_match""]",amount_only,2671.68,2758.2,86.52,2024-07-12 00:00:00,2024-05-10 00:00:00,63,,,
BANK000518,GL001159,Payment to Business Tools,GL Entry: XYZ Corp,24.07,"[""amount_only_match""]",amount_only,43693.66,43769.59,75.93,2024-04-06 00:00:00,2024-12-11 00:00:00,249,,,
BANK000519,GL000944,Payment to Global Services,GL Entry: Tech Solutions LLC,64.77,"[""amount_only_match""]",amount_only,27986.64,27951.41,35.23,2024-09-02 00:00:00,2024-08-18 00:00:00,15,,,
BANK000520,GL000254,Payment to Global Services,GL Entry: Tech Solutions LLC,87.56,"[""amount_only_match""]",amount_only,15229.08,15241.52,12.44,2024-01-08 00:00:00,2024-07-22 00:00:00,196,,,
BANK000521,GL000625,Payment to Global Services,GL Entry: SMITH AND CO,72.82,"[""amount_only_match""]",amount_only,37369.27,37342.09,27.18,2024-09-02 00:00:00,2024-11-05 00:00:00,64,,,
BANK000522,GL000752,Payment to Data Systems,GL Entry: Smith Co.,73.22,"[""amount_only_match""]",amount_only,19891.94,19865.16,26.78,2024-05-02 00:00:00,2024-07-31 00:00:00,90,,,
BANK000523,GL000588,Payment to Software House,GL Entry: GLOBAL SERV,93.71,"[""amount_only_match""]",amount_only,19095.02,19088.73,6.29,2024-09-30 00:00:00,2024-09-12 00:00:00,18,,,
BANK000524,GL000221,Payment to Consulting Group,GL Entry: A B C Inc,42.76,"[""amount_only_match""]",amount_only,18046.27,18103.51,57.24,2024-09-11 00:00:00,2024-12-28 00:00:00,108,,,
BANK000525,GL000460,Payment to Business Tools,GL Entry: ABC Inc.,69.95,"[""amount_only_match""]",amount_only,49067.79,49097.84,30.05,2024-08-28 00:00:00,2024-10-16 00:00:00,49,,,
BANK000526,GL001094,Payment to ABC Inc,GL Entry: XYZ Corp,67.94,"[""amount_only_match""]",amount_only,18598.18,18566.12,32.06,2024-07-30 00:00:00,2024-08-02 00:00:00,3,,,
BANK000527,GL000488,Payment to Tech Solutions,GL Entry: Tech Solutions,60.73,"[""amount_only_match""]",amount_only,37088.49,37049.22,39.27,2024-01-09 00:00:00,2024-03-17 00:00:00,68,,,
BANK000528,GL001001,Payment to Tech Solutions,GL Entry: TS Inc,79.16,"[""amount_only_match""]",amount_only,28999.23,28978.39,20.84,2024-08-01 00:00:00,2024-09-27 00:00:00,57,,,
BANK000529,GL000682,Payment to Global Services,GL Entry: XYZ Corporation,84.8,"[""amount_only_match""]",amount_only,11577.93,11593.13,15.2,2024-10-18 00:00:00,2024-12-04 00:00:00,47,,,
BANK000530,GL000820,Payment to Tech Solutions,GL Entry: GLOBAL SERV,54.26,"[""amount_only_match""]",amount_only,47178.88,47224.62,45.74,2024-06-21 00:00:00,2024-03-07 00:00:00,106,,,
BANK000531,GL001038,Payment to Digital Agency,GL Entry: XYZ Corp,9.8,"[""amount_only_match""]",amount_only,48328.76,48238.56,90.2,2024-11-24 00:00:00,2024-10-13 00:00:00,42,,,
BANK000532,GL000867,Payment to Smith & Co,GL Entry: XYZ Corp,3.1,"[""amount_only_match""]",amount_only,36665.33,36762.23,96.9,2024-06-29 00:00:00,2024-03-17 00:00:00,104,,,
BANK000533,GL000742,Payment to Software House,GL Entry: XYZ CORP,70.09,"[""amount_only_match""]",amount_only,24466.98,24437.07,29.91,2024-10-04 00:00:00,2024-03-19 00:00:00,199,,,
BANK000534,GL000569,Payment to Software House,GL Entry: ABC INCORPORATED,71.87,"[""amount_only_match""]",amount_only,1787.81,1815.94,28.13,2024-02-08 00:00:00,2024-01-16 00:00:00,23,,,
BANK000536,GL000611,Payment to Consulting Group,GL Entry: Tech Solutions LLC,27.83,"[""amount_only_match""]",amount_only,556.16,628.33,72.17,2024-09-15 00:00:00,2024-06-17 00:00:00,90,,,
BANK000539,GL000821,Payment to Data Systems,GL Entry: Smith Co.,82.35,"[""amount_only_match""]",amount_only,26517.94,26500.29,17.65,2024-05-20 00:00:00,2024-02-25 00:00:00,85,,,
BANK000540,GL000298,Payment to Software House,GL Entry: Smith & Company,27.54,"[""amount_only_match""]",amount_only,25160.58,25088.12,72.46,2024-12-23 00:00:00,2024-02-19 00:00:00,308,,,
BANK000541,GL000614,Payment to Data Systems,GL Entry: Global Svcs,5.27,"[""amount_only_match""]",amount_only,5440.12,5345.39,94.73,2024-02-19 00:00:00,2024-02-06 00:00:00,13,,,
BANK000542,GL000701,Payment to Finance Partners,GL Entry: ABC INC,85.27,"[""amount_only_match""]",amount_only,31027.06,31012.33,14.73,2024-05-09 00:00:00,2024-06-30 00:00:00,52,,,
BANK000543,GL000866,Payment to Consulting Group,GL Entry: XYZ Corporation,64.17,"[""amount_only_match""]",amount_only,4043.06,4078.89,35.83,2024-07-26 00:00:00,2024-02-11 00:00:00,166,,,
BANK000544,GL000559,Payment to Software House,GL Entry: Tech Solutions,19.28,"[""amount_only_match""]",amount_only,15068.73,14988.01,80.72,2024-02-11 00:00:00,2024-03-21 00:00:00,39,,,
BANK000546,GL000448,Payment to ABC Inc,GL Entry: Tech Solutions,40.68,"[""amount_only_match""]",amount_only,23852.65,23793.33,59.32,2024-11-22 00:00:00,2024-07-31 00:00:00,114,,,
BANK000547,GL000735,Payment to Software House,GL Entry: Smith & Company,70.38,"[""amount_only_match""]",amount_only,25042.93,25072.55,29.62,2024-08-10 00:00:00,2024-06-17 00:00:00,54,,,
BANK000548,GL000642,Payment to Data Systems,GL Entry: ABC INC,95.61,"[""amount_only_match""]",amount_only,48868.73,48873.12,4.39,2024-02-18 00:00:00,2024-07-07 00:00:00,140,,,
BANK000549,GL000871,Payment to Cloud Services,GL Entry: X Y Z Corp,10.84,"[""amount_only_match""]",amount_only,10649.71,10738.87,89.16,2024-12-20 00:00:00,2024-04-26 00:00:00,238,,,
BANK000551,GL000200,Payment to Finance Partners,GL Entry: ABC INC,3.37,"[""amount_only_match""]",amount_only,32939.65,32843.02,96.63,2024-04-01 00:00:00,2024-07-11 00:00:00,101,,,
BANK000552,GL000243,Payment to Business Tools,GL Entry: Tech Solutions LLC,66.08,"[""amount_only_match""]",amount_only,10437.19,10471.11,33.92,2024-03-14 00:00:00,2024-02-01 00:00:00,42,,,
BANK000553,GL000319,Payment to Smith & Co,GL Entry: Tech Solutions,25.56,"[""amount_only_match""]",amount_only,46450.86,46376.42,74.44,2024-06-02 00:00:00,2024-09-25 00:00:00,115,,,
BANK000555,GL000059,Payment to Business Tools,GL Entry: XYZ CORP,95.45,"[""amount_only_match""]",amount_only,19253.93,19249.38,4.55,2024-03-12 00:00:00,2024-08-21 00:00:00,162,,,
BANK000556,GL000599,Payment to ABC Inc,GL Entry: GLOBAL SERV,3.05,"[""amount_only_match""]",amount_only,25089.56,25186.51,96.95,2024-06-26 00:00:00,2024-09-30 00:00:00,96,,,
BANK000557,GL000688,Payment to Finance Partners,GL Entry: TS Inc,67.18,"[""amount_only_match""]",amount_only,11683.99,11651.17,32.82,2024-02-08 00:00:00,2024-07-10 00:00:00,153,,,
BANK000558,GL000998,Payment to Business Tools,GL Entry: XYZ Corp,72.55,"[""amount_only_match""]",amount_only,47747.43,47719.98,27.45,2024-07-22 00:00:00,2024-10-18 00:00:00,88,,,
BANK000559,GL000583,Payment to Consulting Group,GL Entry: XYZ Corp,31.54,"[""amount_only_match""]",amount_only,13739.02,13670.56,68.46,2024-08-18 00:00:00,2024-05-18 00:00:00,92,,,
BANK000560,GL000827,Payment to Smith & Co,GL Entry: Global Services Inc,57.21,"[""amount_only_match""]",amount_only,47063.03,47020.24,42.79,2024-08-09 00:00:00,2024-07-12 00:00:00,28,,,
BANK000561,GL001029,Payment to Tech Solutions,GL Entry: TECH SOL,92.99,"[""amount_only_match""]",amount_only,19065.63,19058.62,7.01,2024-11-12 00:00:00,2024-04-23 00:00:00,203,,,
BANK000562,GL000680,Payment to Audit Solutions,GL Entry: XYZ CORP.,98.37,"[""amount_only_match""]",amount_only,4193.7,4195.33,1.63,2024-03-19 00:00:00,2024-02-19 00:00:00,29,,,
BANK000563,GL000662,Payment to Finance Partners,GL Entry: ABC INCORPORATED,89.96,"[""amount_only_match""]",amount_only,7798.42,7788.38,10.04,2024-07-18 00:00:00,2024-08-13 00:00:00,26,,,
BANK000566,GL001035,Payment to XYZ Corp,GL Entry: XYZ Corp,65.48,"[""amount_only_match""]",amount_only,27781.53,27747.01,34.52,2024-07-27 00:00:00,2024-03-06 00:00:00,143,,,
BANK000567,GL000808,Payment to Cloud Services,GL Entry: XYZ Corporation,81.22,"[""amount_only_match""]",amount_only,17760.32,17741.54,18.78,2024-02-17 00:00:00,2024-12-22 00:00:00,309,,,
BANK000568,GL000805,Payment to Tech Solutions,GL Entry: Smith & Co,76.54,"[""amount_only_match""]",amount_only,43199.54,43223.0,23.46,2024-01-07 00:00:00,2024-03-17 00:00:00,70,,,
BANK000570,GL000454,Payment to Smith & Co,GL Entry: ABC INCORPORATED,78.99,"[""amount_only_match""]",amount_only,34297.27,34318.28,21.01,2024-03-27 00:00:00,2024-04-04 00:00:00,8,,,
BANK000571,GL000516,Payment to Smith & Co,GL Entry: ABC INCORPORATED,98.88,"[""amount_only_match""]",amount_only,24706.88,24708.0,1.12,2024-02-02 00:00:00,2024-10-29 00:00:00,270,,,
BANK000572,GL001054,Payment to Finance Partners,GL Entry: Smith & Company,97.05,"[""amount_only_match""]",amount_only,15057.64,15054.69,2.95,2024-02-09 00:00:00,2024-02-08 00:00:00,1,,,
BANK000573,GL001066,Payment to Cloud Services,GL Entry: TECH SOL,38.24,"[""amount_only_match""]",amount_only,36072.88,36011.12,61.76,2024-09-10 00:00:00,2024-02-18 00:00:00,205,,,
BANK000574,GL000622,Payment to ABC Inc,GL Entry: GLOBAL SERVICES INC,1.17,"[""amount_only_match""]",amount_only,5437.92,5339.09,98.83,2024-06-04 00:00:00,2024-06-01 00:00:00,3,,,
BANK000575,GL000572,Payment to Business Tools,GL Entry: XYZ Corp,98.7,"[""amount_only_match""]",amount_only,42096.51,42097.81,1.3,2024-07-13 00:00:00,2024-10-03 00:00:00,82,,,
